"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01049","DeKalb County, AL","13,779","0","2,615","394","19.0","2.9","11,164","394","81.0","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01049","DeKalb County, AL","13,858","0","2,823","432","20.4","3.1","11,036","432","79.6","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01049","DeKalb County, AL","13,599","0","2,583","428","19.0","3.1","11,016","428","81.0","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01051","Elmore County, AL","15,718","0","1,111","260","7.1","1.7","14,607","260","92.9","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01051","Elmore County, AL","15,632","0","1,340","277","8.6","1.8","14,292","277","91.4","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01051","Elmore County, AL","15,389","0","1,461","272","9.5","1.8","13,928","272","90.5","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01051","Elmore County, AL","15,124","0","1,529","262","10.1","1.7","13,595","262","89.9","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01051","Elmore County, AL","15,121","0","1,526","276","10.1","1.8","13,595","276","89.9","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01051","Elmore County, AL","15,123","0","1,521","294","10.1","1.9","13,602","294","89.9","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01051","Elmore County, AL","14,927","0","1,560","303","10.4","2.0","13,368","303","89.6","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01053","Escambia County, AL","6,882","0","882","197","12.8","2.9","6,000","197","87.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01053","Escambia County, AL","6,965","0","1,098","220","15.8","3.2","5,867","220","84.2","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01053","Escambia County, AL","7,076","0","1,065","200","15.1","2.8","6,011","200","84.9","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01053","Escambia County, AL","7,157","0","1,150","207","16.1","2.9","6,007","207","83.9","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01053","Escambia County, AL","7,130","0","1,196","209","16.8","2.9","5,934","209","83.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01053","Escambia County, AL","7,164","0","1,147","208","16.0","2.9","6,017","208","84.0","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01053","Escambia County, AL","7,126","0","1,165","213","16.4","3.0","5,961","213","83.6","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01055","Etowah County, AL","20,935","0","2,164","441","10.3","2.1","18,771","441","89.7","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01055","Etowah County, AL","21,220","0","2,125","398","10.0","1.9","19,095","398","90.0","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01055","Etowah County, AL","21,369","0","2,679","464","12.5","2.2","18,690","464","87.5","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01055","Etowah County, AL","21,617","0","3,105","473","14.4","2.2","18,512","473","85.6","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01055","Etowah County, AL","21,804","0","2,744","458","12.6","2.1","19,061","458","87.4","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01055","Etowah County, AL","22,087","0","2,972","499","13.5","2.3","19,115","499","86.5","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01055","Etowah County, AL","21,784","0","3,119","532","14.3","2.4","18,665","532","85.7","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01057","Fayette County, AL","3,516","0","320","79","9.1","2.2","3,196","79","90.9","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01057","Fayette County, AL","3,591","0","345","76","9.6","2.1","3,246","76","90.4","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01057","Fayette County, AL","3,663","0","420","83","11.5","2.3","3,243","83","88.5","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01057","Fayette County, AL","3,722","0","496","94","13.3","2.5","3,226","94","86.7","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01057","Fayette County, AL","3,759","0","482","94","12.8","2.5","3,276","94","87.2","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01057","Fayette County, AL","3,774","0","543","107","14.4","2.8","3,231","107","85.6","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01057","Fayette County, AL","3,707","0","518","109","14.0","2.9","3,188","109","86.0","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01059","Franklin County, AL","5,984","0","674","154","11.3","2.6","5,310","154","88.7","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01059","Franklin County, AL","6,010","0","791","161","13.2","2.7","5,219","161","86.8","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01059","Franklin County, AL","5,967","0","895","169","15.0","2.8","5,072","169","85.0","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01059","Franklin County, AL","5,954","0","995","175","16.7","2.9","4,959","175","83.3","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01059","Franklin County, AL","5,961","0","921","163","15.4","2.7","5,040","163","84.6","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01059","Franklin County, AL","6,003","0","1,079","183","18.0","3.1","4,923","183","82.0","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01059","Franklin County, AL","5,909","0","952","177","16.1","3.0","4,957","177","83.9","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01061","Geneva County, AL","5,680","0","709","157","12.5","2.8","4,971","157","87.5","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01061","Geneva County, AL","5,664","0","808","158","14.3","2.8","4,856","158","85.7","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01061","Geneva County, AL","5,654","0","814","147","14.4","2.6","4,840","147","85.6","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01061","Geneva County, AL","5,744","0","901","152","15.7","2.6","4,843","152","84.3","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01061","Geneva County, AL","5,767","0","853","155","14.8","2.7","4,914","155","85.2","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01061","Geneva County, AL","5,838","0","858","161","14.7","2.8","4,980","161","85.3","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01061","Geneva County, AL","5,709","0","895","179","15.7","3.1","4,814","179","84.3","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01063","Greene County, AL","1,886","0","218","58","11.6","3.1","1,668","58","88.4","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01063","Greene County, AL","1,996","0","223","56","11.2","2.8","1,773","56","88.8","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01063","Greene County, AL","2,041","0","262","56","12.8","2.7","1,779","56","87.2","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01063","Greene County, AL","2,125","0","335","66","15.8","3.1","1,790","66","84.2","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01063","Greene County, AL","2,163","0","326","68","15.1","3.1","1,836","68","84.9","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01063","Greene County, AL","2,176","0","322","70","14.8","3.2","1,854","70","85.2","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01063","Greene County, AL","2,138","0","326","70","15.3","3.3","1,812","70","84.7","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01065","Hale County, AL","3,177","0","317","77","10.0","2.4","2,860","77","90.0","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01065","Hale County, AL","3,323","0","383","86","11.5","2.6","2,940","86","88.5","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01065","Hale County, AL","3,322","0","385","80","11.6","2.4","2,937","80","88.4","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01065","Hale County, AL","3,334","0","465","88","13.9","2.6","2,869","88","86.1","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01065","Hale County, AL","3,273","0","421","82","12.9","2.5","2,852","82","87.1","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01065","Hale County, AL","3,321","0","559","100","16.8","3.0","2,762","100","83.2","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01065","Hale County, AL","3,301","0","453","99","13.7","3.0","2,848","99","86.3","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01067","Henry County, AL","3,574","0","364","92","10.2","2.6","3,210","92","89.8","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01067","Henry County, AL","3,673","0","444","95","12.1","2.6","3,229","95","87.9","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01067","Henry County, AL","3,704","0","499","96","13.5","2.6","3,205","96","86.5","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01067","Henry County, AL","3,752","0","549","95","14.6","2.5","3,203","95","85.4","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01067","Henry County, AL","3,814","0","558","102","14.6","2.7","3,256","102","85.4","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01067","Henry County, AL","3,909","0","551","101","14.1","2.6","3,358","101","85.9","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01067","Henry County, AL","3,920","0","554","109","14.1","2.8","3,366","109","85.9","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01069","Houston County, AL","20,728","0","2,226","380","10.7","1.8","18,502","380","89.3","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01069","Houston County, AL","20,785","0","2,040","335","9.8","1.6","18,745","335","90.2","1.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01069","Houston County, AL","20,651","0","2,245","344","10.9","1.7","18,406","344","89.1","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01069","Houston County, AL","20,484","0","2,661","359","13.0","1.8","17,823","359","87.0","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01069","Houston County, AL","20,479","0","2,582","371","12.6","1.8","17,896","371","87.4","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01069","Houston County, AL","20,314","0","2,712","394","13.4","1.9","17,602","394","86.6","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01069","Houston County, AL","20,033","0","2,225","375","11.1","1.9","17,808","375","88.9","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01071","Jackson County, AL","11,279","0","1,211","262","10.7","2.3","10,068","262","89.3","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01071","Jackson County, AL","11,362","0","1,214","235","10.7","2.1","10,148","235","89.3","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01071","Jackson County, AL","11,475","0","1,438","259","12.5","2.3","10,037","259","87.5","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01071","Jackson County, AL","11,578","0","1,683","280","14.5","2.4","9,895","280","85.5","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01071","Jackson County, AL","11,595","0","1,688","292","14.6","2.5","9,907","292","85.4","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01071","Jackson County, AL","11,722","0","1,841","312","15.7","2.7","9,880","312","84.3","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01071","Jackson County, AL","11,549","0","1,707","304","14.8","2.6","9,841","304","85.2","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01073","Jefferson County, AL","129,205","0","11,607","1,644","9.0","1.3","117,598","1,644","91.0","1.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01073","Jefferson County, AL","131,266","0","13,040","1,648","9.9","1.3","118,226","1,648","90.1","1.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01073","Jefferson County, AL","131,682","0","13,766","1,609","10.5","1.2","117,916","1,609","89.5","1.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01073","Jefferson County, AL","131,804","0","16,184","1,763","12.3","1.3","115,620","1,763","87.7","1.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01073","Jefferson County, AL","130,978","0","15,648","1,799","11.9","1.4","115,330","1,799","88.1","1.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01073","Jefferson County, AL","130,630","0","15,618","1,893","12.0","1.4","115,012","1,893","88.0","1.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01073","Jefferson County, AL","128,346","0","15,710","1,934","12.2","1.5","112,636","1,934","87.8","1.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01075","Lamar County, AL","2,980","0","293","75","9.8","2.5","2,687","75","90.2","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01075","Lamar County, AL","3,044","0","311","70","10.2","2.3","2,733","70","89.8","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01075","Lamar County, AL","3,101","0","353","72","11.4","2.3","2,748","72","88.6","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01075","Lamar County, AL","3,115","0","431","78","13.8","2.5","2,684","78","86.2","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01075","Lamar County, AL","3,133","0","425","81","13.6","2.6","2,707","81","86.4","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01075","Lamar County, AL","3,191","0","428","84","13.4","2.6","2,763","84","86.6","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01075","Lamar County, AL","3,187","0","425","91","13.3","2.9","2,763","91","86.7","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01077","Lauderdale County, AL","18,816","0","1,505","325","8.0","1.7","17,311","325","92.0","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01077","Lauderdale County, AL","18,931","0","1,702","338","9.0","1.8","17,229","338","91.0","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","01077","Lauderdale County, AL","18,977","0","1,880","331","9.9","1.7","17,097","331","90.1","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","01077","Lauderdale County, AL","18,953","0","2,467","399","13.0","2.1","16,486","399","87.0","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","01077","Lauderdale County, AL","19,126","0","2,561","433","13.4","2.3","16,564","433","86.6","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","01077","Lauderdale County, AL","19,219","0","2,296","411","11.9","2.1","16,923","411","88.1","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","01077","Lauderdale County, AL","18,875","0","2,264","415","12.0","2.2","16,611","415","88.0","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","01079","Lawrence County, AL","7,280","0","919","207","12.6","2.8","6,361","207","87.4","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","01079","Lawrence County, AL","7,267","0","925","195","12.7","2.7","6,342","195","87.3","2.7"
